name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Bangkok,2024-05-05T18:00:00,35.6,40.9,22.6,47.12,0,0,,0,0,25.2,21.7,170,1004,25,10,10,0,0,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
Bangkok,2024-05-05T19:00:00,34.6,40.5,23.3,52.08,0,0,,0,0,29.2,19.2,180,1004,25,10,0,0,0,15,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
Bangkok,2024-05-05T20:00:00,33.6,40.4,24.3,58.48,0,0,,0,0,29.2,13.6,180,1005.6,25,10,0,0,0,75,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
Bangkok,2024-05-05T21:00:00,32.9,41,25.3,64.32,0,0,,0,0,29.2,17.2,203,1006.6,25,10,0,0,0,75,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
Bangkok,2024-05-05T22:00:00,32.3,40.5,25.6,67.69,0,0,,0,0,29.9,16.6,200,1007.4,25,10,0,0,0,75,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
Bangkok,2024-05-05T23:00:00,32,39.9,25.6,69.12,0,0,,0,0,27.7,14.1,186,1008,25,10,0,0,0,75,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
Bangkok,2024-05-06T00:00:00,32,39.9,25.6,69.12,0,0,,0,0,26.3,13,176,1007.6,25,10,0,0,0,75,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
Bangkok,2024-05-06T01:00:00,31.6,40.5,26.3,73.73,0,0,,0,0,25.2,13.6,184,1006.6,25,9.6,0,0,0,75,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
Bangkok,2024-05-06T02:00:00,31,39.9,26.6,77.62,0,0,,0,0,24.5,17.2,184,1006,25,9.6,0,0,0,75,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
Bangkok,2024-05-06T03:00:00,31,39,26,74.78,0,0,,0,0,24.1,14.6,184,1006,25,9.6,0,0,0,75,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
Bangkok,2024-05-06T04:00:00,31,39,26,74.78,0,0,,0,0,24.5,13.6,170,1006.6,25,9.6,0,0,0,75,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
Bangkok,2024-05-06T05:00:00,31,39,26,74.78,0,0,,0,0,25.6,13.6,174,1006.6,25,9.6,0,0,0,75,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
Bangkok,2024-05-06T06:00:00,31,39,26,74.78,0,0,,0,0,27,14.1,164,1007,25,8.6,0,0,0,75,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
Bangkok,2024-05-06T07:00:00,30.3,37.9,26,77.53,0,0,,0,0,21.2,12.3,128,1008,25,8,0,0,0,75,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
Bangkok,2024-05-06T08:00:00,32,40.5,26,70.65,0,0,,0,0,15.8,8.9,122,1009,25,8.4,214,0.8,2,75,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
Bangkok,2024-05-06T09:00:00,34,41.3,24.6,58.19,0,0,,0,0,14,14.8,193,1010,34.2,9,277,1,3,75,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
Bangkok,2024-05-06T10:00:00,35.6,43,24.2,52,0,0,,0,0,12.6,13.6,184,1010,25,10,695,2.5,7,75,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
Bangkok,2024-05-06T11:00:00,36.6,43.4,23.6,47.38,0,0,,0,0,10.8,16.6,186,1009,25,10,602,2.2,6,60,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
Bangkok,2024-05-06T12:00:00,37,42.7,22.6,43.71,0,0,,0,0,9.4,16.1,186,1009,25,10,498,1.8,5,60,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
Bangkok,2024-05-06T13:00:00,37.6,42.6,21.8,40.38,0,0,,0,0,10.4,12.5,187,1007,25,10,469,1.7,5,60,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
Bangkok,2024-05-06T14:00:00,38.6,44.6,22.5,39.74,0,0,,0,0,10.8,14.3,195,1006,25,10,358,1.3,4,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
Bangkok,2024-05-06T15:00:00,37.6,43.1,22.2,41.29,0,0,,0,0,11.9,16.9,196,1005.4,25,10,271,1,3,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
Bangkok,2024-05-06T16:00:00,36.6,41,21.5,41.69,0,0,,0,0,16.2,21.2,200,1005.4,40.8,10,161,0.6,2,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
Bangkok,2024-05-06T17:00:00,35.6,40.5,22.2,46.08,0,0,,0,0,19.1,17.2,190,1004.4,25,10,89,0.3,1,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
Bangkok,2024-05-06T18:00:00,34.6,39.7,22.7,50.13,0,0,,0,0,23.4,22.5,190,1007,25,10,56,0.2,1,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD"
Bangkok,2024-05-06T19:00:00,32.9,38.8,23.7,58.34,0,0,,0,0,28.8,19.2,194,1007,25,10,56,0.2,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
Bangkok,2024-05-06T20:00:00,32.6,39.9,25,64.24,0.1,100,rain,0,0,25.6,19.3,177,1007,25,10,0,0,0,60,"Rain, Partially cloudy",rain,"VTBS,VTBD"
Bangkok,2024-05-06T21:00:00,32.6,39.6,24.7,63.24,0,0,,0,0,28.1,19.2,184,1007,25,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"VTBS,VTBD"
Bangkok,2024-05-06T22:00:00,32,41.1,26.3,72.21,0,0,,0,0,26.3,15.7,184,1008,25,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
Bangkok,2024-05-06T23:00:00,32,40.5,26,70.65,0,0,,0,0,25.6,16.9,184,1008.6,25,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD"
