name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Bangkok,2024-04-24T00:00:00,30.7,38.3,25.7,74.75,0,0,,0,0,31,20.5,200,1006,27.1,10,0,0,0,30,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-24T01:00:00,30.3,40,27.3,83.88,0,0,,0,0,30.2,6.9,128,1005.3,80.8,9.9,0,0,0,60,Partially cloudy,partly-cloudy-night,"48429099999,E4214,48455099999,48453099999,48456099999,48459099999,48420099999"
Bangkok,2024-04-24T02:00:00,30,37.4,26,79.19,0,0,,0,0,31.3,19.1,190,1005,27.1,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-24T03:00:00,30.2,37.5,25.7,76.9,0,0,,0,0,31.7,13,173,1005,33.2,10,0,0,0,30,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-24T04:00:00,30.3,39.2,26.8,81.57,0,0,,0,0,31,7.4,142,1004.8,82.7,9.9,0,0,0,38,Partially cloudy,partly-cloudy-night,"48429099999,E4214,48455099999,48453099999,48456099999,48459099999,48420099999"
Bangkok,2024-04-24T05:00:00,30,37.1,25.7,78.02,0,0,,0,0,29.5,16.2,173,1005.3,50,10,0,0,0,38,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-24T06:00:00,30,37.1,25.7,78.02,0,0,,0,0,29.9,14.3,173,1006,33.2,10,0,0,0,38,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-24T07:00:00,30.4,39.9,27.2,82.87,0,0,,0,0,25.9,6.4,175,1006.6,79.8,8.4,76,0.3,1,38,Partially cloudy,partly-cloudy-day,"48429099999,E4214,48455099999,48453099999,48456099999,48454099999,48459099999"
Bangkok,2024-04-24T08:00:00,32,41.4,26.5,72.76,0,0,,0,0,23,16.2,175,1008,33.2,10,309,1.1,3,38,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-24T09:00:00,32.7,41.3,25.7,66.73,0,0,,0,0,23,18.9,185,1009,50,10,532,1.9,5,75,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-24T10:00:00,33.4,44.6,27,69.28,0,0,,0,0,22.7,9.9,162,1008.6,79.8,9.4,796,2.9,8,75,Partially cloudy,partly-cloudy-day,"48429099999,E4214,48455099999,48453099999,48456099999,48454099999,48459099999"
Bangkok,2024-04-24T11:00:00,35.7,43.9,24.7,53.2,0,0,,0,0,22.7,17.6,200,1008.3,43.9,10,302,1.1,3,60,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-24T12:00:00,35.7,43.9,24.7,53.2,0,0,,0,0,23,17.6,190,1008,43.9,10,229,0.8,2,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-24T13:00:00,36.1,43.9,24.4,50.98,0,0,,0,0,23,4.7,195,1007,48.1,10,642,2.3,6,30,Partially cloudy,partly-cloudy-day,"48429099999,E4214,48455099999,48453099999,48456099999,48454099999,48459099999"
Bangkok,2024-04-24T14:00:00,37.7,44.2,23,42.92,0,0,,0,0,23.4,19.4,178,1006,27.1,10,619,2.2,6,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-24T15:00:00,37.5,40.3,19.5,35.13,0,0,,0,0,23,18.9,190,1005,27.1,10,513,1.8,5,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-24T16:00:00,36.4,45.8,25.4,53.26,0,0,,0,0,22.3,8.9,160,1004.2,35.1,10.1,340,1.2,3,10,Partially cloudy,partly-cloudy-day,"48429099999,E4214,48455099999,48453099999,48456099999,48454099999,48459099999"
Bangkok,2024-04-24T17:00:00,36.5,38.7,19,35.96,0,0,,0,0,24.1,19.4,210,1004,27.1,10,66,0.2,1,3,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-24T18:00:00,35.5,39.6,21.5,44.33,0,0,,0,0,26.3,19.4,193,1004,27.1,10,11,0,0,3,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-24T19:00:00,33.1,41.2,25.3,63.77,0,0,,0,0,23.8,8.8,186,1004.5,36.7,10,0,0,0,3,Partially cloudy,partly-cloudy-night,"48429099999,E4214,48455099999,48453099999,48456099999,48454099999,48459099999"
Bangkok,2024-04-24T20:00:00,32,37.3,23.5,60.87,0,0,,0,0,27.7,22.8,200,1005,27.1,10,0,0,0,8,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-24T21:00:00,31.7,38.8,25,67.54,0,0,,0,0,29.2,21.4,200,1006,27.1,10,0,0,0,8,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-24T22:00:00,30.7,39.7,26.7,79.22,0,0,,0,0,27.7,8.7,177,1006.7,57.4,9.9,0,0,0,8,Partially cloudy,partly-cloudy-night,"48429099999,E4214,48455099999,48453099999,48456099999,48459099999,48420099999"
Bangkok,2024-04-24T23:00:00,31,38.7,25.7,73.68,0,0,,0,0,31,25.5,190,1007,27.1,10,0,0,0,8,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-25T00:00:00,31,38.7,25.7,73.68,0,0,,0,0,30.2,26.4,197,1007,27.1,10,0,0,0,15,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-25T01:00:00,30.1,38.5,26.6,81.54,0,0,,0,0,32,7.3,208,1006.9,60.3,9.9,0,0,0,15,Partially cloudy,partly-cloudy-night,"48429099999,E4214,48455099999,48453099999,48456099999,48459099999,48420099999"
Bangkok,2024-04-25T02:00:00,30,37.1,25.7,78.02,0,0,,0,0,29.9,14.9,183,1006.7,27.1,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-25T03:00:00,30,36.2,25,74.63,0,0,,0,0,26.6,10.3,183,1006,27.1,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-25T04:00:00,29.7,37.7,26.5,82.82,0,0,,0,0,24.1,1.8,183,1006.2,59.8,9.9,0,0,0,30,Partially cloudy,partly-cloudy-night,"48429099999,E4214,48455099999,48453099999,48456099999,48459099999,48420099999"
Bangkok,2024-04-25T05:00:00,30,37.1,25.7,78.02,0,0,,0,0,22.7,8.9,158,1007,27.1,10,0,0,0,30,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-25T06:00:00,30,37.1,25.7,78.02,0,0,,0,0,22.7,8.9,155,1007,27.1,10,4,0,0,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-25T07:00:00,30.3,38.7,26.6,80.62,0,0,,0,0,20.5,3.7,185,1007.4,59.9,9.4,64,0.2,1,30,Partially cloudy,partly-cloudy-day,"48429099999,E4214,48455099999,48453099999,48456099999,48454099999,48459099999"
Bangkok,2024-04-25T08:00:00,32,39.5,25.2,67.59,0,0,,0,0,19.1,14.3,160,1009,27.1,10,234,0.8,2,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-25T09:00:00,33.7,41.2,24.7,59.44,0,0,,0,0,18.4,15.2,173,1010,27.1,10,509,1.8,5,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-25T10:00:00,34.3,42.5,25.1,58.62,0,0,,0,0,18.7,8.1,148,1009.1,48.7,10,765,2.8,8,10,Partially cloudy,partly-cloudy-day,"48429099999,E4214,48455099999,48453099999,48456099999,48454099999,48459099999"
Bangkok,2024-04-25T11:00:00,35.7,41.9,23.2,48.6,0,0,,0,0,19.1,14.3,168,1008,27.1,10,800,2.9,8,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-25T12:00:00,36.7,41.5,21.7,41.99,0,0,,0,0,20.2,12.1,200,1008,27.1,10,426,1.5,4,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-25T13:00:00,36.5,45.3,24.9,51.53,0,0,,0,0,19.4,10.3,159,1006.5,33.4,10,720,2.6,7,3,Partially cloudy,partly-cloudy-day,"48429099999,E4214,48455099999,48453099999,48456099999,48454099999,48459099999"
Bangkok,2024-04-25T14:00:00,38.5,42.9,21,36.47,0,0,,0,0,19.1,15.7,197,1005,27.1,10,631,2.3,6,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-25T15:00:00,38.7,42.5,20.2,34.36,0,0,,0,0,19.8,15.2,200,1005,27.1,10,525,1.9,5,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-25T16:00:00,36.6,43.2,23.4,46.92,0,0,,0,0,20.5,10.4,93,1004,32.6,10,325,1.2,3,10,Partially cloudy,partly-cloudy-day,"48429099999,E4214,48455099999,48453099999,48456099999,48454099999,48459099999"
Bangkok,2024-04-25T17:00:00,37.2,39.1,18.3,32.94,0,0,,0,0,23,18.9,207,1004,27.1,10,70,0.3,1,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-25T18:00:00,35.2,38.4,20.5,42.27,0,0,,0,0,25.2,21,195,1004,27.1,10,20,0.1,0,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-25T19:00:00,33,41.1,25.4,64.61,0,0,,0,0,27,7.3,137,1004.9,40.6,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"48429099999,E4214,48455099999,48453099999,48456099999,48454099999,48459099999"
Bangkok,2024-04-25T20:00:00,32,36.8,23,59.04,0,0,,0,0,28.1,18,190,1005,27.1,10,0,0,0,5,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-25T21:00:00,31.7,36.7,23.2,60.81,0,0,,0,0,28.8,16.2,190,1005.7,27.1,10,0,0,0,5,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-25T22:00:00,31,39.5,26.2,75.56,0,0,,0,0,29.2,5.7,156,1006.2,40.6,9.9,0,0,0,5,Partially cloudy,partly-cloudy-night,"48429099999,E4214,48455099999,48453099999,48456099999,48459099999,48420099999"
Bangkok,2024-04-25T23:00:00,31,36.8,24.2,67.39,0,0,,0,0,30.2,16.2,190,1007,27.1,10,0,0,0,5,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-26T00:00:00,31,38.7,25.7,73.68,0,0,,0,0,27,16.7,190,1006.3,27.1,10,0,0,0,5,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-26T01:00:00,30.2,38.8,26.7,81.88,0,0,,0,0,26.3,7.5,189,1005.9,42.1,9.9,0,0,0,8,Partially cloudy,partly-cloudy-night,"48429099999,E4214,48455099999,48453099999,48456099999,48459099999,48420099999"
Bangkok,2024-04-26T02:00:00,30,37.1,25.7,78.02,0,0,,0,0,27,16.2,197,1006,27.1,10,0,0,0,8,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-26T03:00:00,30,37.1,25.7,78.02,0,0,,0,0,28.4,16.6,190,1005.7,27.1,10,0,0,0,8,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-26T04:00:00,29.9,37.8,26.4,81.88,0,0,,0,0,29.9,5.8,164,1005.6,42.1,9.9,0,0,0,8,Partially cloudy,partly-cloudy-night,"48429099999,E4214,48455099999,48453099999,48456099999,48459099999,48420099999"
Bangkok,2024-04-26T05:00:00,30,37.1,25.7,78.02,0,0,,0,0,29.2,11.6,180,1006,27.1,10,0,0,0,8,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-26T06:00:00,29.2,35.8,25.7,81.46,0,0,,0,0,27.7,5.5,148,1006,27.1,10,7,0,0,8,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-26T07:00:00,30.1,38,26.3,80.5,0,0,,0,0,24.8,3.2,158,1007.1,35.4,10,60,0.2,1,8,Partially cloudy,partly-cloudy-day,"48429099999,E4214,48455099999,48453099999,48456099999,48454099999,48459099999"
Bangkok,2024-04-26T08:00:00,31.2,39.1,25.7,72.63,0,0,,0,0,22.7,13.4,113,1008,33.2,10,268,1,3,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-26T09:00:00,33,41.7,25.7,65.79,0,0,,0,0,20.9,13.4,133,1009,33.2,10,552,2,6,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-26T10:00:00,34.2,44.4,26.3,63.77,0,0,,0,0,19.1,9.5,206,1008.6,51.6,10,687,2.5,7,30,Partially cloudy,partly-cloudy-day,"48429099999,E4214,48455099999,48453099999,48456099999,48454099999,48459099999"
Bangkok,2024-04-26T11:00:00,36.2,43.5,24,49.49,0,0,,0,0,19.1,15.3,212,1008,27.1,10,807,2.9,8,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-26T12:00:00,36.5,43.8,24,48.81,0,0,,0,0,19.8,17.6,217,1007.3,27.1,10,754,2.7,8,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-26T13:00:00,36.2,47.8,26.7,58.09,0,0,,0,0,20.5,11.2,158,1006.5,38.6,10,707,2.5,7,30,Partially cloudy,partly-cloudy-day,"48429099999,E4214,48455099999,48453099999,48456099999,48454099999,48459099999"
Bangkok,2024-04-26T14:00:00,37.5,43.2,22.5,42.21,0,0,,0,0,20.5,19.8,205,1005,27.1,10,645,2.3,6,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-26T15:00:00,37.5,41.4,20.7,37.93,0,0,,0,0,19.8,18.9,195,1004.3,27.1,10,543,2,5,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-26T16:00:00,35.9,45.3,25.5,55.03,0,0,,0,0,19.4,9.8,172,1004,38.6,10,336,1.2,3,10,Partially cloudy,partly-cloudy-day,"48429099999,E4214,48455099999,48453099999,48456099999,48454099999,48459099999"
Bangkok,2024-04-26T17:00:00,36.7,41.2,21.5,41.36,0,0,,0,0,20.5,21,175,1003.3,27.1,10,66,0.2,1,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-26T18:00:00,35.5,39.4,21.2,43.65,0,0,,0,0,24.8,19.4,183,1003,27.1,10,20,0.1,0,10,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-26T19:00:00,32.9,41.2,25.5,65.27,0,0,,0,0,29.9,10.4,188,1003.9,44.7,10,0,0,0,3,Partially cloudy,partly-cloudy-night,"48429099999,E4214,48455099999,48453099999,48456099999,48454099999,48459099999"
Bangkok,2024-04-26T20:00:00,32.7,38,23.2,57.47,0,0,,0,0,33.1,24.6,195,1004.3,27.1,10,0,0,0,3,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-26T21:00:00,32,38.8,24.7,65.59,0,0,,0,0,34.9,23.2,197,1005,27.1,10,0,0,0,8,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-26T22:00:00,31.1,39,25.8,73.69,0,0,,0,0,33.1,5.7,166,1006,35.3,9.9,0,0,0,8,Partially cloudy,partly-cloudy-night,"48429099999,E4214,48455099999,48453099999,48456099999,48459099999,48420099999"
Bangkok,2024-04-26T23:00:00,31,36.5,24,66.38,0,0,,0,0,34.6,17.1,200,1006.7,27.1,10,0,0,0,8,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-27T00:00:00,31,38.7,25.7,73.68,0,0,,0,0,33.8,19.8,193,1006,27.1,10,0,0,0,8,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-27T01:00:00,30.6,39.3,26.6,79.42,0,0,,0,0,32,6.5,142,1005.8,35.2,9.9,0,0,0,15,Partially cloudy,partly-cloudy-night,"48429099999,E4214,48455099999,48453099999,48456099999,48459099999,48420099999"
Bangkok,2024-04-27T02:00:00,31,38.7,25.7,73.68,0,0,,0,0,29.5,19.4,190,1006,27.1,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-27T03:00:00,31,39.1,26,74.79,0,0,,0,0,29.2,18.9,193,1005,27.1,10,0,0,0,60,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-27T04:00:00,30.1,38.7,26.7,81.94,0,0,,0,0,28.4,6.4,165,1005.4,33.6,9.9,0,0,0,60,Partially cloudy,partly-cloudy-night,"48429099999,E4214,48455099999,48453099999,48456099999,48459099999,48420099999"
Bangkok,2024-04-27T05:00:00,31,39.1,26,74.79,0,0,,0,0,26.3,12.1,173,1005,27.1,10,0,0,0,75,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-27T06:00:00,30,38.4,26.7,82.77,0,0,,0,0,24.5,12.5,170,1006,27.1,10,6,0,0,75,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-27T07:00:00,30.5,40,27.1,82.15,0,0,,0,0,19.1,7.6,159,1006.6,64.6,10,88,0.3,1,75,Partially cloudy,partly-cloudy-day,"48429099999,E4214,48455099999,48453099999,48456099999,48454099999,48459099999"
Bangkok,2024-04-27T08:00:00,32,41.8,26.7,73.85,0,0,,0,0,13.7,13,173,1007.7,50,10,279,1,3,75,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-27T09:00:00,34,44.8,26.7,65.99,0,0,,0,0,11.2,11.2,183,1008,33.2,10,434,1.6,4,75,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-27T10:00:00,34.7,45.7,26.7,63.2,0,0,,0,0,10.1,10.5,181,1007.7,48.6,10,685,2.5,7,60,Partially cloudy,partly-cloudy-day,"48429099999,E4214,48455099999,48453099999,48456099999,48454099999,48459099999"
Bangkok,2024-04-27T11:00:00,36.5,45.7,25.2,52.61,0,0,,0,0,11.2,13.5,220,1007.3,33.2,10,513,1.8,5,60,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-27T12:00:00,37.5,45.9,24.5,47.64,0,0,,0,0,13,13.5,210,1007,33.2,10,770,2.8,8,60,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-27T13:00:00,36.6,49.2,27.1,58.54,0,0,,0,0,14.4,6.6,168,1006.1,56.5,10,314,1.1,3,60,Partially cloudy,partly-cloudy-day,"48429099999,E4214,48455099999,48453099999,48456099999,48454099999,48459099999"
Bangkok,2024-04-27T14:00:00,38.2,47.6,25,47.12,0,0,,0,0,13.7,20,213,1004.3,27.1,10,452,1.6,5,60,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-27T15:00:00,37.5,47.8,25.7,51.3,0,0,,0,0,13.7,18.9,197,1004,27.1,10,455,1.6,5,60,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-27T16:00:00,36,47.8,26.8,59.17,0,0,,0,0,14.8,8.9,182,1003.7,48.6,10,307,1.1,3,30,Partially cloudy,partly-cloudy-day,"48429099999,E4214,48455099999,48453099999,48456099999,48454099999,48459099999"
Bangkok,2024-04-27T17:00:00,36.5,44.2,24.2,49.56,0,0,,0,0,18.4,18,183,1003,27.1,10,62,0.2,1,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-27T18:00:00,35.5,44,25,54.76,0,0,,0,0,23.4,18,190,1003.3,27.1,10,12,0,0,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-27T19:00:00,33,44.4,27.3,72.46,0,0,,0,0,29.5,12.1,177,1004.3,53.6,10,0,0,0,15,Partially cloudy,partly-cloudy-night,"48429099999,E4214,48455099999,48453099999,48456099999,48454099999,48459099999"
Bangkok,2024-04-27T20:00:00,32,40.2,25.7,69.61,0,0,,0,0,33.5,27.4,200,1004.3,27.1,10,0,0,0,15,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-27T21:00:00,31.7,39.9,25.7,70.61,0,0,,0,0,36.4,30.1,190,1005,27.1,10,0,0,0,15,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-27T22:00:00,31.1,41.4,27.4,80.55,0,0,,0,0,35.3,18.1,198,1005.7,43.4,9.9,0,0,0,15,Partially cloudy,partly-cloudy-night,"48429099999,E4214,48455099999,48453099999,48456099999,48459099999,48420099999"
Bangkok,2024-04-27T23:00:00,31,39.1,26,74.79,0,0,,0,0,35.3,24.7,197,1006,27.1,10,0,0,0,15,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-28T00:00:00,31,39.1,26,74.79,0,0,,0,0,37.8,20.7,193,1006,27.1,10,0,0,0,15,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-28T01:00:00,30.7,40.7,27.4,82.92,0,0,,0,0,37.4,6.1,198,1005,41.9,9.9,0,0,0,38,Partially cloudy,partly-cloudy-night,"48429099999,E4214,48455099999,48453099999,48456099999,48459099999,48420099999"
Bangkok,2024-04-28T02:00:00,31,39.1,26,74.79,0,0,,0,0,33.8,14,168,1005,27.1,10,0,0,0,38,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-28T03:00:00,31,39.1,26,74.79,0,0,,0,0,27.7,16.2,173,1005,27.1,10,0,0,0,50,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-28T04:00:00,30.4,40,27.2,83.24,0,0,,0,0,22.7,6.7,174,1005.2,44.6,9.9,0,0,0,50,Partially cloudy,partly-cloudy-night,"48429099999,E4214,48455099999,48453099999,48456099999,48459099999,48420099999"
Bangkok,2024-04-28T05:00:00,31,40.2,26.7,78.16,0,0,,0,0,22,12.5,163,1006,33.2,10,0,0,0,50,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-28T06:00:00,31,40.2,26.7,78.16,0,0,,0,0,22,13,163,1006,50,10,4,0,0,50,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-28T07:00:00,31.1,41.3,27.3,80.2,0,0,,0,0,19.1,9.2,143,1007.1,59.5,10,73,0.3,1,50,Partially cloudy,partly-cloudy-day,"48429099999,E4214,48455099999,48453099999,48456099999,48454099999,48459099999"
Bangkok,2024-04-28T08:00:00,32,41.8,26.7,73.85,0,0,,0,0,16.9,16.2,168,1008,50,10,260,0.9,3,75,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-28T09:00:00,33.7,43.2,26,64.04,0,0,,0,0,14.8,18,190,1009,33.2,10,511,1.8,5,60,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-28T10:00:00,34.3,45.9,27.1,65.93,0,0,,0,0,14.4,9.1,161,1008.6,67.5,9,593,2.1,6,30,Partially cloudy,partly-cloudy-day,"48429099999,E4214,48455099999,48453099999,48456099999,48454099999,48459099999"
Bangkok,2024-04-28T11:00:00,36.7,46.8,25.7,53.44,0,0,,0,0,15.8,18.5,183,1008.3,33.2,10,752,2.7,8,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-28T12:00:00,36.7,46.8,25.7,53.44,0,0,,0,0,17.6,21.4,183,1008,27.1,10,762,2.7,8,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-28T13:00:00,36,47.8,26.8,59.35,0,0,,0,0,18,10.9,169,1007.4,49.6,9,722,2.6,7,30,Partially cloudy,partly-cloudy-day,"48429099999,E4214,48455099999,48453099999,48456099999,48454099999,48459099999"
Bangkok,2024-04-28T14:00:00,37.7,46.6,24.7,47.68,0,0,,0,0,19.4,19.8,193,1006,27.1,10,621,2.2,6,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-28T15:00:00,37.5,45.9,24.5,47.62,0,0,,0,0,19.4,23.2,190,1006,27.1,10,567,2,6,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-28T16:00:00,35.5,45.9,26.2,58.94,0,0,,0,0,20.5,10.9,191,1005.1,39.3,10,343,1.2,3,30,Partially cloudy,partly-cloudy-day,"48429099999,E4214,48455099999,48453099999,48456099999,48454099999,48459099999"
Bangkok,2024-04-28T17:00:00,35.7,42.9,24,50.86,0,0,,0,0,21.6,23.2,193,1004.3,27.1,10,61,0.2,1,30,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-28T18:00:00,34.7,41.5,24,53.76,0,0,,0,0,23.4,19.4,200,1005,27.1,10,20,0.1,0,8,Partially cloudy,partly-cloudy-day,"E4214,VTBS,VTBD,48456099999,48459099999"
Bangkok,2024-04-28T19:00:00,32.7,43,26.8,71.26,0,0,,0,0,27.7,9.3,166,1005.5,42.4,10,0,0,0,8,Partially cloudy,partly-cloudy-night,"48429099999,E4214,48455099999,48453099999,48456099999,48454099999,48459099999"
Bangkok,2024-04-28T20:00:00,32,40.2,25.7,69.61,0,0,,0,0,31,23.7,197,1006,27.1,10,0,0,0,15,Partially cloudy,partly-cloudy-night,"E4214,VTBS,VTBD,48456099999,48459099999"
