"id","timestamp","outdoor_temp","outdoor_feels_like","outdoor_pressure","outdoor_humidity","outdoor_weather","outdoor_description","outdoor_pm25","outdoor_pm10","indoor_temp","indoor_light"
"289","2024-04-23 17:40:48","36.99","42.02","1004","42","Clouds","few clouds","80","46","32.75","24"
"290","2024-04-23 17:45:47","36.99","42.02","1004","42","Clouds","few clouds","78","46","32.75","23"
"291","2024-04-23 17:50:47","36.99","42.02","1004","42","Clouds","few clouds","78","46","32.75","23"
"292","2024-04-23 17:55:47","36.47","41.27","1004","43","Clouds","few clouds","78","43","32.75","22"
"293","2024-04-23 18:00:47","36.18","40.24","1004","42","Clouds","few clouds","78","43","33","22"
"294","2024-04-23 18:05:47","36.18","40.24","1004","42","Clouds","few clouds","78","43","33","21"
"295","2024-04-23 18:10:47","36.18","40.24","1004","42","Clouds","few clouds","76","41","33","21"
"296","2024-04-23 18:15:47","35.31","39.49","1004","45","Clouds","few clouds","76","41","33","20"
"297","2024-05-07 08:46:32","31.68","37.84","1012","65","RainThunderstorm","moderate rainthunderstorm","95","54","29.5","22"
"298","2024-05-07 08:51:32","31.68","37.84","1012","65","RainThunderstorm","moderate rainthunderstorm","95","54","30","22"
"299","2024-05-07 08:56:32","31.37","38.29","1012","69","ThunderstormRain","thunderstormmoderate rain","95","54","30.5","23"
"300","2024-05-07 09:01:32","31.22","37.88","1012","69","ThunderstormRain","thunderstormlight rain","95","54","31","23"
"301","2024-05-07 09:06:32","31.22","37.88","1012","69","ThunderstormRain","thunderstormlight rain","95","54","31.25","22"
"302","2024-05-07 09:11:32","31.22","37.88","1012","69","RainThunderstorm","moderate rainthunderstorm","95","54","31.5","21"
"303","2024-05-07 09:16:35","31.07","38.07","1012","71","ThunderstormRain","thunderstormmoderate rain","95","54","31.25","22"
"304","2024-05-07 09:21:32","31.22","37.88","1012","69","RainThunderstorm","moderate rainthunderstorm","95","54","31.5","22"
"305","2024-05-07 09:26:34","30.43","37.21","1013","74","ThunderstormRain","thunderstormlight rain","95","54","31.75","22"
"306","2024-05-07 09:31:37","30.43","37.21","1013","74","ThunderstormRain","thunderstormlight rain","95","54","32","22"
"307","2024-05-07 09:36:32","30.43","37.21","1013","74","ThunderstormRain","thunderstormlight rain","95","54","32","22"
"308","2024-05-07 09:41:32","30.44","35.1","1013","66","ThunderstormRain","thunderstormmoderate rain","95","54","32","21"
"309","2024-05-07 09:46:33","30.44","35.1","1013","66","ThunderstormRain","thunderstormmoderate rain","95","54","32.25","21"
"310","2024-05-07 09:51:33","29.39","33.81","1013","71","ThunderstormRain","thunderstorm with light rainmoderate rain","95","54","31.5","21"
"311","2024-05-07 09:56:33","29.46","33.97","1013","71","RainThunderstorm","moderate rainthunderstorm with light rain","95","54","31.25","23"
"312","2024-05-07 10:01:33","29.46","33.97","1013","71","RainThunderstorm","moderate rainthunderstorm with light rain","95","54","31.5","47"
"313","2024-05-07 10:06:33","29.24","33.66","1014","72","ThunderstormRain","thunderstorm with light rainmoderate rain","95","54","31.5","45"
"314","2024-05-07 10:11:33","29.24","33.66","1014","72","ThunderstormRain","thunderstorm with light rainmoderate rain","95","54","31.5","45"
"315","2024-05-07 10:16:33","29.24","33.66","1014","72","ThunderstormRain","thunderstorm with light rainmoderate rain","95","54","31.75","45"
"316","2024-05-07 10:21:33","29.44","33.92","1014","71","ThunderstormRain","thunderstorm with light rainmoderate rain","95","54","31.5","45"
"317","2024-05-07 10:26:35","29.44","33.92","1014","71","ThunderstormRain","thunderstorm with light rainmoderate rain","95","54","31.5","45"
"318","2024-05-07 10:31:34","29.44","33.92","1014","71","ThunderstormRain","thunderstorm with light rainmoderate rain","95","54","31.75","45"
"319","2024-05-07 10:36:36","28.81","33.23","1013","75","ThunderstormRain","thunderstorm with light rainmoderate rain","95","54","31.5","46"
"320","2024-05-07 10:41:36","28.81","33.23","1013","75","ThunderstormRain","thunderstorm with light rainmoderate rain","95","54","31.5","46"
"321","2024-05-07 10:46:36","28.81","33.23","1013","75","ThunderstormRain","thunderstorm with light rainmoderate rain","95","54","31.5","46"
"322","2024-05-07 10:51:38","28.81","33.23","1013","75","ThunderstormRain","thunderstorm with light rainmoderate rain","95","54","31.75","46"
"323","2024-05-07 10:56:33","28.81","33.23","1013","75","ThunderstormRain","thunderstorm with light rainmoderate rain","95","54","31.75","46"
"324","2024-05-07 11:01:34","28.78","33.16","1013","75","ThunderstormRain","thunderstorm with light rainmoderate rain","95","54","31.75","47"
"325","2024-05-07 11:06:34","28.78","33.16","1013","75","RainThunderstorm","moderate rainthunderstorm with light rain","95","54","31.5","46"
"326","2024-05-07 11:11:34","28.78","33.16","1013","75","ThunderstormRain","thunderstorm with light rainmoderate rain","95","54","31.5","47"
"327","2024-05-07 11:16:34","28.78","33.16","1013","75","ThunderstormRain","thunderstorm with light rainmoderate rain","95","54","31.75","46"
"328","2024-05-07 11:21:34","28.78","33.16","1013","75","ThunderstormRain","thunderstorm with light rainmoderate rain","95","54","31.5","46"
"329","2024-05-07 11:26:34","28.78","33.16","1013","75","ThunderstormRain","thunderstorm with light rainmoderate rain","95","54","31.75","46"
"330","2024-05-07 11:31:34","28.19","32.41","1014","79","Rain","moderate rain","95","54","31.5","45"
"331","2024-05-07 11:36:34","28.19","32.41","1014","79","Rain","moderate rain","95","54","31.5","46"
"332","2024-05-07 11:41:34","28.19","32.41","1014","79","Rain","moderate rain","95","54","31.5","46"
"333","2024-05-07 11:51:30","28.19","31.93","1014","76","Rain","moderate rain","95","54","31.75","46"
"334","2024-05-07 11:56:30","28.39","32.4","1014","76","Rain","moderate rain","95","54","31.75","46"
"335","2024-05-07 12:01:30","28.39","32.4","1014","76","Rain","moderate rain","65","35","31.5","47"
"336","2024-05-07 12:06:30","28.19","31.93","1014","76","Rain","light rain","65","35","31.75","46"
"337","2024-05-07 12:11:30","28.19","31.93","1014","76","Rain","light rain","69","38","31.75","47"
"338","2024-05-07 12:16:30","28.19","31.93","1014","76","Rain","light rain","69","38","31.75","48"
"339","2024-05-07 12:41:12","28.19","31.93","1013","76","Rain","light rain","69","37","31.25","38"
"340","2024-05-07 12:46:12","28.19","31.93","1013","76","Rain","light rain","69","37","31.5","38"
"341","2024-05-07 12:51:11","28.19","31.93","1013","76","Rain","light rain","65","35","31.75","40"
"342","2024-05-07 12:56:11","28.16","32.34","1013","79","Rain","light rain","65","37","31.75","40"
"343","2024-05-07 13:01:12","28.16","32.34","1013","79","Rain","light rain","65","37","32","41"
"344","2024-05-07 13:06:12","28.14","32.29","1013","79","Rain","light rain","69","36","31.75","45"
"345","2024-05-07 13:11:16","28.36","32.84","1013","79","Rain","light rain","69","36","31.75","44"
"346","2024-05-07 13:16:12","28.36","32.84","1013","79","Rain","light rain","71","40","31.75","41"
"347","2024-05-07 13:21:14","28.36","32.84","1013","79","Rain","light rain","71","40","31.75","39"
"348","2024-05-07 13:26:12","28.7","33.34","1012","77","Clouds","scattered clouds","69","40","31.75","37"
"349","2024-05-07 13:31:12","28.7","33.34","1012","77","Clouds","scattered clouds","69","40","31.75","36"
"350","2024-05-07 13:36:13","28.7","33.34","1012","77","Clouds","scattered clouds","69","40","31.75","34"
"351","2024-05-07 13:41:12","28.7","33.34","1012","77","Clouds","scattered clouds","67","37","31.75","34"
"352","2024-05-07 13:46:13","28.55","32.96","1011","77","Rain","light rain","67","37","31.75","32"
"353","2024-05-07 13:51:12","28.55","32.96","1011","77","Rain","light rain","69","38","31.75","31"
"354","2024-05-07 13:56:13","28.55","32.96","1011","77","Rain","light rain","69","38","31.75","30"
"355","2024-05-07 14:01:13","28.55","32.96","1011","77","Rain","light rain","65","35","31.75","49"
"356","2024-05-07 14:30:46","28.55","32.96","1011","77","Rain","light rain","59","30","31.5","47"
"357","2024-05-07 14:35:44","28.55","32.96","1011","77","Rain","light rain","59","30","31.25","47"
"358","2024-05-07 14:40:47","28.88","35.5","1011","85","Rain","light rain","59","31","31.25","48"
"359","2024-05-07 14:45:45","28.88","35.5","1011","85","Rain","light rain","59","31","31.25","47"
"360","2024-05-07 14:50:45","29.18","35.25","1011","80","Rain","light rain","63","32","31.25","47"
"361","2024-05-07 14:58:28","29.18","35.25","1011","80","Rain","light rain","65","35","31.75","48"
"362","2024-05-07 15:03:28","29.24","35.42","1011","80","Rain","light rain","65","35","31.5","48"
