timestamp,outdoor_temp,outdoor_feels_like,outdoor_pressure,outdoor_humidity,outdoor_weather,outdoor_description,outdoor_pm25,outdoor_pm10,indoor_temp,indoor_light
2024-05-06 14:00:00,38.6,44.6,1006.0,39.74,Partially cloudy,,46.869565217391305,79.65217391304348,,
2024-05-06 15:00:00,37.6,43.1,1005.4,41.29,Partially cloudy,,47.21739130434783,80.91304347826087,,
2024-05-06 16:00:00,36.6,41.0,1005.4,41.69,Partially cloudy,,47.565217391304344,82.17391304347827,,
2024-05-06 17:00:00,35.6,40.5,1004.4,46.08,Partially cloudy,,47.91304347826087,83.43478260869566,,
2024-05-06 18:00:00,34.6,39.7,1007.0,50.13,Partially cloudy,,48.26086956521739,84.69565217391305,,
2024-05-06 19:00:00,32.9,38.8,1007.0,58.34,Partially cloudy,,48.608695652173914,85.95652173913044,,
2024-05-06 20:00:00,32.6,39.9,1007.0,64.24,"Rain, Partially cloudy",,48.95652173913044,87.21739130434783,,
2024-05-06 21:00:00,32.6,39.6,1007.0,63.24,Partially cloudy,,49.30434782608695,88.47826086956522,,
2024-05-06 22:00:00,32.0,41.1,1008.0,72.21,Partially cloudy,,49.65217391304348,89.73913043478261,,
2024-05-06 23:00:00,32.0,40.5,1008.6,70.65,Partially cloudy,,50.0,91.0,,
